# record,      epoch,      desig, name
90004416,       2018,  C/2017 M5, TOTAS
90004417,       2017,  C/2017 O1, ASASSN
90004418,       2017,  P/2017 P1, PANSTARRS
90004419,       2017,  C/2017 P2, PANSTARRS
90004420,       2017,  C/2017 S2, PANSTARRS
90004421,       2018,  C/2017 S3, PANSTARRS
90004422,       2017,  C/2017 S6, Catalina
90004423,       2017,  C/2017 S7, Lemmon
90004424,       2017,  P/2017 S8, PANSTARRS
90004425,       2017,  C/2017 T1, Heinze
90004426,       2019,  C/2017 T2, PANSTARRS
90004427,       2017,  C/2017 T3, ATLAS
90004428,       2018, P/2017 TW13, Lemmon
90004429,       2017,  C/2017 U2, Fuls
90004430,       2017,  P/2017 U3, PANSTARRS
90004431,       2018,  C/2017 U4, PANSTARRS
90004432,       2017,  C/2017 U5, PANSTARRS
90004433,       2020,  C/2017 U7, PANSTARRS
90004434,       2017,  C/2017 W2, Leonard
90004435,       2018,  P/2017 W3, Gibbs
90004436,       2018,  C/2017 X1, PANSTARRS
90004437,       2018,  C/2017 Y1, PANSTARRS
90004438,       2020,  C/2017 Y2, PANSTARRS
90004439,       2018,  P/2017 Y3, Leonard
90004440,       2018,  C/2018 A1, PANSTARRS
90004441,       2018,  C/2018 A3, ATLAS
90004442,       2018,  C/2018 A4, PANSTARRS
90004443,       2017,  P/2018 A5, PANSTARRS
90004444,       2019,  C/2018 A6, Gibbs
90004445,       2018,  C/2018 B1, Lemmon
90004446,       2018,  P/2018 C1, Lemmon-Read
90004447,       2018,  C/2018 C2, Lemmon
90004448,       2019, C/2018 DO4, Lemmon
90004449,       2018,  C/2018 E1, ATLAS
90004450,       2018,  C/2018 E2, Barros
90004451,       2018, C/2018 EN4, NEOWISE
90004452,       2018, C/2018 EF9, Lemmon
90004453,       2019,  C/2018 F1, Grauer
90004454,       2018,  C/2018 F3, Johnson
90004455,       2019,  C/2018 F4, PANSTARRS
90004458,       2018,  P/2018 H2, PANSTARRS
90004459,       2018,  C/2018 K1, Weiland
90004460,       2018, C/2018 KJ3, Lemmon
90004461,       2018,  P/2018 L1, PANSTARRS
90004462,       2018,  C/2018 L2, ATLAS
90004463,       2018,  P/2018 L4, PANSTARRS
90004464,       2018,  P/2018 L5, Leonard
90004465,       2018,  C/2018 M1, Catalina
90004466,       2018,  C/2018 N1, NEOWISE
90004467,       2020,  C/2018 N2, ASASSN
90004468,       2018,  C/2018 O1, ATLAS
90004469,       2018,  P/2018 P4, PANSTARRS
90004470,       2019,  C/2018 P5, PANSTARRS
90004471,       2019,  C/2018 R3, Lemmon
90004472,       2018,  C/2018 R4, Fuls
90004473,       2018,  C/2018 R5, Lemmon
90004474,       2018,  C/2018 S2, TESS
90004475,       2017,  C/2018 S3, TESS
90004476,       2020,  C/2018 U1, Lemmon
90004477,       2018,  C/2018 V1, Machholz-Fujikawa-Iwamo
90004478,       2019,  C/2018 V2, ATLAS
90004479,       2018, P/2018 VN2, Leonard
90004480,       2018,  C/2018 V4, Africano
90004481,       2018,  P/2018 V5, Trujillo-Sheppard
90004482,       2019,  C/2018 W1, Catalina
90004483,       2019,  C/2018 W2, Africano
90004484,       2019,  C/2018 X2, Fitzsimmons
90004485,       2018,  C/2018 X3, PANSTARRS
90004486,       2019,  C/2018 Y1, Iwamoto
90004487,       2019,  P/2018 Y2, Africano
90004488,       2019,  P/2019 A1, PANSTARRS
90004489,       2019,  P/2019 A2, ATLAS
90004490,       2020,  P/2019 A3, PANSTARRS
90004491,       2019,  P/2019 A4, PANSTARRS
90004492,       2019,  C/2019 A5, PANSTARRS
90004493,       2019,  P/2019 A6, Lemmon-PANSTARRS
90004494,       2019,  P/2019 A8, PANSTARRS
90004495,       2019,  C/2019 A9, PANSTARRS
90004496,       2019,  C/2019 B1, Africano
90004497,       2019,  P/2019 B2, Groeller
90004498,       2021,  C/2019 B3, PANSTARRS
90004499,       2020,  C/2019 C1, ATLAS
90004500,       2019,  C/2019 D1, Flewelling
90004501,       2021,  C/2019 E3, ATLAS
90004502,       2020,  C/2019 F1, ATLAS-Africano
90004503,       2019,  C/2019 F2, ATLAS
90004504,       2019,  C/2019 G2, PANSTARRS
90004505,       2020,  C/2019 G4, PANSTARRS
90004506,       2019, P/2019 GG21, PANSTARRS
90004507,       2019,  C/2019 H1, NEOWISE
90004508,       2019,  C/2019 J1, Lemmon
90004509,       2019,  C/2019 J2, Palomar
90004510,       2019,  C/2019 J3, ATLAS
90004511,       2019, C/2019 JU6, ATLAS
90004512,       2019,  C/2019 K1, ATLAS
90004513,       2019,  C/2019 K4, Ye
90004514,       2019,  C/2019 K5, Young
90004515,       2019,  C/2019 K6, PANSTARRS
90004516,       2021,  C/2019 K7, Smith
90004517,       2019,  C/2019 K8, ATLAS
90004518,       2019,  C/2019 L1, PANSTARRS
90004519,       2019,  C/2019 L2, NEOWISE
90004520,       2020, P/2019 LD2, ATLAS
90004521,       2021,  C/2019 L3, ATLAS
90004522,       2020, P/2019 LM4, Palomar
90004523,       2019, C/2019 LB7, Kleyna
90004524,       2019,  P/2019 M2, ATLAS
90004525,       2019,  C/2019 M3, ATLAS
90004526,       2019,  C/2019 M4, TESS
90004527,       2020,  C/2019 N1, ATLAS
90004528,       2020, C/2019 NJ3, Lemmon
90004529,       2021,  C/2019 O2, PANSTARRS
90004530,       2022,  C/2019 O3, Palomar
90004531,       2020,  C/2019 Q1, Lemmon
90004532,       2019,  C/2019 Q3, PANSTARRS
90004533,       2020,  C/2019 Q4, Borisov
90004534,       2019,  P/2019 S2, PANSTARRS
90004535,       2019,  P/2019 S3, PANSTARRS
90004536,       2020,  C/2019 S4, Lemmon
90004537,       2021,  C/2019 T2, Lemmon
90004538,       2021,  C/2019 T3, ATLAS
90004539,       2022,  C/2019 T4, ATLAS
90004540,       2019,  C/2019 T5, ATLAS
90004541,       2019,  P/2019 T6, PANSTARRS
90004542,       2019,  P/2019 U4, PANSTARRS
90004543,       2022,  C/2019 U5, PANSTARRS
90004544,       2020,  C/2019 U6, Lemmon
90004545,       2019,  C/2019 V1, Borisov
90004546,       2020,  P/2019 V2, Groeller
90004547,       2019,  P/2019 W1, PANSTARRS
90004548,       2019,  P/2019 X1, Pruyne
90004549,       2019,  P/2019 X2, PANSTARRS
90004550,       2020,  C/2019 Y1, ATLAS
90004551,       2019,  P/2019 Y3, Catalina
90004552,       2020,  C/2019 Y4, ATLAS
90004557,       2020,  C/2019 Y5, PANSTARRS
90004558,       2020,  C/2020 A2, Iwamoto
90004559,       2019,  C/2020 A3, ATLAS
90004560,       2020,  P/2020 A4, PANSTARRS-Lemmon
90004561,       2020,  C/2020 B2, Lemmon
90004562,       2020,  C/2020 B3, Rankin
90004563,       2020,  P/2020 B4, Sheppard
90004564,       2022,  C/2020 F2, ATLAS
90004565,       2020,  C/2020 F3, NEOWISE
90004566,       2022,  C/2020 F5, MASTER
90004567,       2020,  C/2020 F6, PANSTARRS
90004568,       2020,  C/2020 F7, Lemmon
90004569,       2020,  C/2020 F8, SWAN
90004570,       2020,  P/2020 G1, Pimentel
90004571,       2020,  C/2020 H2, Pruyne
90004572,       2020,  C/2020 H3, Wierzchos
90004573,       2020,  C/2020 H4, Leonard
90004574,       2021,  C/2020 H5, Robinson
90004575,       2022,  C/2020 H6, ATLAS
90004576,       2020,  C/2020 H7, Lemmon
90004577,       2020,  C/2020 H8, PANSTARRS
90004578,       2020, C/2020 H11, PANSTARRS-Lemmon
90004579,       2021,  C/2020 J1, SONEAR
90004580,       2022,  C/2020 K1, PANSTARRS
90004581,       2020,  C/2020 K2, PANSTARRS
90004582,       2020,  C/2020 K3, Leonard
90004583,       2020,  C/2020 K4, PANSTARRS
90004584,       2020,  C/2020 K5, PANSTARRS
90004585,       2022,  C/2020 K6, Rankin
90004586,       2020,  C/2020 K7, PANSTARRS
90004587,       2020,  C/2020 K8, Catalina-ATLAS
90004588,       2020,  P/2020 K9, Lemmon-PANSTARRS
90004589,       2020,  P/2020 M1, PANSTARRS
90004590,       2020,  C/2020 M3, ATLAS
90004591,       2020, P/2020 MK4, PANSTARRS
90004592,       2021,  C/2020 M5, ATLAS
90004593,       2020,  C/2020 N1, PANSTARRS
90004594,       2020,  C/2020 N2, ATLAS
90004595,       2022,  C/2020 O2, Amaral
90004596,       2020,  P/2020 O3, PANSTARRS
90004597,       2020,  C/2020 P1, NEOWISE
90004598,       2021,  C/2020 P3, ATLAS
90004602,       2021, C/2020 PV6, PANSTARRS
90004603,       2020,  C/2020 Q1, Borisov
90004604,       2020,  C/2020 Q2, PANSTARRS
90004605,       2021,  C/2020 R2, PANSTARRS
90004606,       2021,  C/2020 R4, ATLAS
90004607,       2020,  P/2020 R5, PANSTARRS
90004608,       2020,  C/2020 R6, Rankin
90004609,       2023,  C/2020 R7, ATLAS
90004610,       2020,  P/2020 S1, PANSTARRS
90004611,       2020,  C/2020 S2, PANSTARRS
90004612,       2021,  C/2020 S3, Erasmus
90004613,       2022,  C/2020 S4, PANSTARRS
90004614,       2020,  P/2020 S5, PANSTARRS
90004615,       2020,  P/2020 S7, PANSTARRS
90004616,       2021,  C/2020 S8, Lemmon
90004617,       2021,  C/2020 T2, Palomar
90004618,       2020,  P/2020 T3, PANSTARRS
90004619,       2020,  C/2020 T4, PANSTARRS
90004620,       2020,  C/2020 T5, Lemmon
90004621,       2021,  P/2020 U2, PANSTARRS
90004622,       2020,  C/2020 U3, Rankin
90004623,       2022,  C/2020 U4, PANSTARRS
90004624,       2022,  C/2020 U5, PANSTARRS
90004625,       2022,  C/2020 V2, ZTF
90004626,       2021,  P/2020 V3, PANSTARRS
90004627,       2021,  P/2020 V4, Rankin
90004628,       2020,  P/2020 W1, Rankin
90004629,       2020,  C/2020 W5, Lemmon
90004630,       2022, P/2020 WJ5, Lemmon
90004631,       2021,  P/2020 X1, ATLAS
90004632,       2020,  C/2020 X2, ATLAS
90004633,       2021,  C/2020 X4, Leonard
90004634,       2022,  C/2020 Y2, ATLAS
90004635,       2021,  C/2020 Y3, ATLAS
90004636,       2021,  C/2021 A1, Leonard
90004637,       2021,  C/2021 A2, NEOWISE
90004638,       2021,  C/2021 A4, NEOWISE
90004639,       2021,  P/2021 A5, PANSTARRS
90004640,       2022,  C/2021 A6, PANSTARRS
90004641,       2021,  C/2021 A7, NEOWISE
90004642,       2022,  C/2021 A9, PANSTARRS
90004643,       2021, C/2021 A10, NEOWISE
90004644,       2021,  C/2021 B2, PANSTARRS
90004645,       2021,  C/2021 B3, NEOWISE
90004646,       2021,  C/2021 C1, Rankin
90004647,       2021,  P/2021 C2, PANSTARRS
90004648,       2021,  C/2021 C3, Catalina
90004649,       2021,  C/2021 C4, ATLAS
90004650,       2022,  C/2021 C5, PANSTARRS
90004651,       2021,  C/2021 C6, Lemmon
90004652,       2021,  C/2021 D1, SWAN
90004653,       2021,  C/2021 D2, ZTF
90004654,       2022,  C/2021 E3, ZTF
90004655,       2022,  C/2021 F1, Lemmon-PANSTARRS
90004656,       2021,  C/2021 G1, Leonard
90004657,       2023,  C/2021 G2, ATLAS
90004658,       2021,  C/2021 G3, PANSTARRS
90004659,       2021,  P/2021 HS, PANSTARRS
90004660,       2021,  C/2021 J1, Maury-Attard
90004661,       2022,  C/2021 J2, PANSTARRS
90004662,       2021,  P/2021 J3, ATLAS
90004663,       2021,  C/2021 K1, ATLAS
90004664,       2021,  C/2021 K2, MASTER
90004665,       2021,  C/2021 K3, Catalina
90004666,       2021,  P/2021 L2, Leonard
90004667,       2022,  C/2021 L3, Borisov
90004668,       2021,  P/2021 N1, ZTF
90004669,       2022,  P/2021 N2, Fuls
90004670,       2022,  C/2021 N3, PANSTARRS
90004671,       2021,  C/2021 O1, Nishimura
90004672,       2021,  C/2021 O3, PANSTARRS
90004673,       2022,  C/2021 O3, PANSTARRS
90004674,       2021,  C/2021 P1, PANSTARRS
90004675,       2022,  C/2021 P2, PANSTARRS
90004676,       2021,  P/2021 P3, PANSTARRS
90004677,       2022,  C/2021 P4, ATLAS
90004678,       2021, P/2021 PE20, ATLAS
90004679,       2022,  C/2021 Q3, ATLAS
90004680,       2022,  C/2021 Q4, Fuls
90004681,       2021,  P/2021 Q5, ATLAS
90004682,       2022,  C/2021 Q6, PANSTARRS
90004683,       2022, C/2021 QM45, PANSTARRS
90004684,       2022,  P/2021 R1, PANSTARRS
90004685,       2021,  C/2021 R2, PANSTARRS
90004686,       2021,  P/2021 R3, PANSTARRS
90004687,       2021,  P/2021 R4, Wierzchos
90004688,       2021,  P/2021 R5, Rankin
90004689,       2021,  P/2021 R6, Groeller
90004690,       2021,  C/2021 R7, PANSTARRS
90004691,       2021,  P/2021 R8, Sheppard
90004692,       2022,  C/2021 S1, ATLAS
90004693,       2023,  C/2021 S3, PANSTARRS
90004694,       2023,  C/2021 S4, Tsuchinshan
90004695,       2021,  C/2021 T1, Lemmon
90004696,       2021,  C/2021 T2, Fuls
90004697,       2023,  C/2021 T4, Lemmon
90004698,       2021,  P/2021 U1, Wierzchos
90004699,       2021,  P/2021 U3, Attard-Maury
90004700,       2021,  C/2021 U4, Leonard
90004701,       2022,  C/2021 U5, Catalina
90004702,       2021,  C/2021 V1, Rankin
90004703,       2022,  P/2021 V2, Fuls
90004704,       2023,  C/2021 X1, Maury-Attard
90004705,       2022,  C/2021 X2, Bok
90004706,       2022,  C/2021 Y1, ATLAS
90004707,       2022,  C/2022 A1, Sarneczky
90004708,       2023,  C/2022 A2, PANSTARRS
90004709,       2023,  C/2022 A3, Lemmon-ATLAS
90004710,       2022,  P/2022 B1, Wierzchos
90004711,       2022,  C/2022 B4, [...unnamed...]
90004712,       2022, P/2022 BV9, Lemmon
90004713,       2022,  P/2022 C1, PANSTARRS
90004714,       2022,  P/2022 C2, PANSTARRS
90004715,       2022,  P/2022 C3, PANSTARRS
90004716,       2022,  P/2022 D1, PANSTARRS
90004717,       2022,  C/2022 D2, Kowalski
90004718,       2023,  C/2022 E2, ATLAS
90004719,       2022,  C/2022 E3, ZTF
90004720,       2022,  C/2022 F1, ATLAS
90004721,       2022,  C/2022 F2, NEOWISE
90004722,       2022,  C/2022 H1, PANSTARRS
90004723,       2022,  C/2022 J1, Maury-Attard
90004724,       2022,  C/2022 J2, Bok
90004725,       2023, C/2022 JK5, PANSTARRS
90004726,       2022,  C/2022 K1, Leonard
90004727,       2022,  C/2022 L1, Catalina
90004728,       2023,  C/2022 L2, ATLAS
90004729,       2022,  P/2022 L3, ATLAS
90004730,       2022,  C/2022 L4, PANSTARRS
90004731,       2022,  C/2022 N1, Attard-Maury
90004732,       2023,  C/2022 N2, PANSTARRS
90004733,       2022,  C/2022 O1, ATLAS
90004734,       2022,  P/2022 O2, PANSTARRS
90004735,       2022,  C/2022 P1, NEOWISE
90004736,       2022,  P/2022 P2, ZTF
90004737,       2022,  C/2022 P3, ZTF
90004738,       2022,  C/2022 Q2, ATLAS
90004739,       2023, C/2022 QE78, ATLAS
90004740,       2022,  P/2022 R1, PANSTARRS
90004741,       2022,  C/2022 R2, ATLAS
90004742,       2023,  C/2022 R3, Leonard
90004743,       2022,  P/2022 R4, PANSTARRS
90004744,       2022,  P/2022 R5, PANSTARRS
90004745,       2023,  C/2022 R6, PANSTARRS
90004746,       2022,  P/2022 S1, PANSTARRS
90004747,       2022,  C/2022 S3, PANSTARRS
90004748,       2023,  C/2022 S4, Lemmon
90004749,       2022,  C/2022 S5, PANSTARRS
90004750,       2023,  C/2022 T1, Lemmon
90004751,       2023,  C/2022 U1, Leonard
90004752,       2023,  C/2022 U2, ATLAS
90004753,       2023,  C/2022 U3, Bok
90004754,       2023,  C/2022 U4, Bok
90004755,       2023,  C/2022 V2, Lemmon
90004756,       2022,  P/2022 W1, Rankin
90004757,       2023,  C/2022 W2, ATLAS
90004758,       2023,  C/2022 W3, Leonard
90004759,       2023,  C/2022 Y1, Hogan
90004760,       2023,  C/2022 Y2, Lemmon
90004761,       2023,  C/2023 A1, Leonard
90004762,       2023,  C/2023 A2, SWAN
90004763,       2023,  C/2023 A3, Tsuchinshan-ATLAS
90004764,       2023,  P/2023 B1, PANSTARRS
90004765,       2023,  C/2023 B2, ATLAS
90004766,       2022,  P/2023 B3, PANSTARRS
90004767,       2023,  C/2023 C2, ATLAS
90004768,       2023,  C/2023 E1, ATLAS
90004769,       2023,  C/2023 F1, PANSTARRS
90004770,       2023,  C/2023 F2, SOHO
90004771,       2023,  C/2023 F3, ATLAS
90004772,       2023,  C/2023 H1, PANSTARRS
90004773,       2023,  C/2023 H2, Lemmon
90004774,       2023,  C/2023 H3, PANSTARRS
90004775,       2024,  C/2023 H5, Lemmon
90004776,       2023,  C/2023 K1, ATLAS
90004777,       2023,  P/2023 M1, PANSTARRS
90004778,       2023,  P/2023 M2, PANSTARRS
90004779,       2023,  P/2023 M4, ATLAS
90004780,       2023,  C/2023 P1, Nishimura
90004781,       2023,  C/2023 Q1, PANSTARRS
90004782,       2023,  C/2023 Q2, PANSTARRS
90004783,       2023,  C/2023 R1, PANSTARRS
90004784,       2023,  C/2023 R2, PANSTARRS
90004785,       2023, C/2023 RN3, ATLAS
90004786,       2023,  P/2023 S1, [...unnamed...]
90004787,       2023,  C/2023 S2, ATLAS
90004788,       2023,  C/2023 S3, Lemmon
90004789,       2023,  P/2023 T1, PANSTARRS
90004790,       2023,  C/2023 T2, Borisov
90004791,       2024,  C/2023 T3, Fuls
90004792,       2023,  C/2023 U1, Fuls
90004793,       2023,  C/2023 V1, Lemmon
90004794,       2023,  P/2023 V2, PANSTARRS
90004795,       2023,  C/2023 V3, PANSTARRS
90004796,       2024,  C/2023 V4, Camarasa-Duszanowicz
90004797,       2023,  C/2023 V5, Leonard
90004798,       2023,  P/2023 V6, PANSTARRS
90004799,       2023,  C/2023 X1, Leonard
90004800,       2023,  C/2023 X2, Lemmon
90004801,       2023,  P/2023 X3, PANSTARRS
90004802,       2023,  C/2023 X4, Hogan
90004803,       2024,  C/2023 X7, PANSTARRS
90004804,       2024,  P/2023 Y1, Gibbs
90004805,       2023,  P/2023 Y2, Gibbs
90004806,       2024,  C/2024 A1, ATLAS
90004807,       2024,  C/2024 A2, ATLAS
90004808,       2023,  C/2024 B1, Lemmon
90004809,       2024,  C/2024 B2, Lemmon
